bird,stimulus,wm_pair,wm_bird,whistle_number,pitch_whistles,,,
PsychoWhistler,1,11,7,5,7131.673708,832.0556757,832.4059459,7131.598369
PsychoWhistler,1,11,7,6,7134.157651,832.5854054,832.8913514,7134.832876
PsychoWhistler,1,11,7,7,7154.283254,833.0708108,833.4156757,7156.210139
PsychoWhistler,1,11,7,8,7158.409133,833.6059459,833.9086486,7161.707865
PsychoWhistler,1,11,7,9,7069.399515,834.1389189,834.4394595,7070.507017
PsychoWhistler,1,11,7,10,7082.56785,834.6416216,834.9432432,7081.461434
PsychoWhistler,1,11,7,11,7079.429612,835.1194595,835.42,7077.161612
PsychoWhistler,1,11,7,12,7102.247191,835.5908108,835.8848649,7104.017582
PsychoWhistler,1,11,7,13,7156.566125,836.0610811,836.3421622,7157.889642
PsychoWhistler,1,11,7,14,7085.391253,836.5162162,836.7897297,6968.545846
BrummelTante,0,13,8,1,2422.008419,,,
BrummelTante,0,13,8,2,2335.805085,,,
PsychoWhistler,1,13,8,1,2825.432665,909.8783784,910.0772973,2825.054143
PsychoWhistler,1,13,8,2,3295.648653,910.2945946,910.8481087,3297.111839
PsychoWhistler,1,13,8,3,3269.39506,911.1843243,911.6816216,3269.645707
PsychoWhistler,1,13,8,4,3251.232364,911.8805405,912.3367568,3252.703777
PsychoWhistler,1,13,8,5,3245.810617,912.4978378,912.8978378,3247.315912
PsychoWhistler,1,13,8,6,3230.304407,913.0535135,913.4567568,3228.643725
PsychoWhistler,1,13,8,7,3225.376762,913.5681081,913.9335135,3226.428793
BrummelTante,0,15,9,1,2038.093045,1153.053827,1153.184638,2041.029641
BrummelTante,0,15,9,2,2042.449986,1153.363016,1153.494908,2046.931408
BrummelTante,0,15,9,3,2091.984733,1153.684098,1153.851665,2094.600812
BrummelTante,0,15,9,4,2089.944751,1154.010584,1154.191124,2088.131123
PsychoWhistler,1,15,9,1,1379.932546,1162.849189,1162.969189,1383.071982
PsychoWhistler,1,15,9,2,1414.770973,1163.232973,1163.358378,1419.237028
PsychoWhistler,1,15,9,3,1431.237323,1163.611351,1163.74,1430.102221
PsychoWhistler,1,15,9,4,1448.462405,1163.981081,1164.111892,1444.773791
PsychoWhistler,1,15,9,5,1442.869128,1164.345405,1164.482703,1442.080925
PsychoWhistler,1,15,9,6,1482.982337,1164.718378,1164.856757,1481.320662
PsychoWhistler,1,15,9,7,1476.596479,1165.087027,1165.221081,1476.962111
BrummelTante,0,18,10,1,3748.789642,1173.332746,1173.487341,
BrummelTante,0,18,10,2,3696.831683,1173.612746,1173.755449,
BrummelTante,0,18,10,3,3621.445451,1173.890584,1174.007341,
BrummelTante,0,18,10,4,3616.846777,1174.178152,1174.351125,
BrummelTante,0,18,10,5,3590.571586,1174.464638,1174.610584,
PsychoWhistler,1,18,10,1,1383.071982,1162.849189,1162.969189,1383.071982
PsychoWhistler,1,18,10,2,1419.688241,1163.232973,1163.358378,1419.237028
PsychoWhistler,1,18,10,3,1432.464825,1163.611351,1163.74,1430.102221
PsychoWhistler,1,18,10,4,1446.549561,1163.981081,1164.111892,1444.773791
PsychoWhistler,1,18,10,5,1437.634409,1164.345405,1164.482703,1442.080925
PsychoWhistler,1,18,10,6,1487.188612,1164.718378,1164.856757,1481.320662
PsychoWhistler,1,18,10,7,1472.53012,1165.087027,1165.221081,1476.962111
BrummelTante,0,20,11,1,2358.655126,,,
BrummelTante,0,20,11,2,2376.47929,,,
BrummelTante,0,20,11,3,2374.530428,,,
BrummelTante,0,20,11,4,2378.88,,,
BrummelTante,0,20,11,5,2378.88,,,
BrummelTante,0,20,11,6,2416.909091,,,
PsychoWhistler,1,20,11,1,2413.365192,1350.096757,1350.248108,2365.213483
PsychoWhistler,1,20,11,2,2404.122622,1350.503243,1350.656757,2403.677991
PsychoWhistler,1,20,11,3,2476.551724,1350.864324,1351.075135,2476.089061
PsychoWhistler,1,20,11,4,2499.459414,1351.239459,1351.488108,2501.386102
PsychoWhistler,1,20,11,5,2428.429101,1351.672973,1351.961622,2428.444619
PsychoWhistler,1,20,11,6,2385.130772,1352.160541,1352.447027,2383.878116
PsychoWhistler,1,20,11,7,2362.716644,1352.635135,1352.907568,2363.745318
PsychoWhistler,1,20,11,8,2364.587752,1353.068649,1353.322703,2365.592645
PsychoWhistler,1,20,11,9,2363.83841,1353.476216,1353.731351,2363.339851
PsychoWhistler,1,20,11,10,2363.272403,1353.870811,1354.131351,2364.281984
PsychoWhistler,1,20,11,11,2366.108473,1354.245946,1354.515135,2366.214623
PsychoWhistler,1,20,11,12,2360.987516,1354.653514,1354.917297,2361.755351
PsychoWhistler,1,20,11,13,2357.40238,1355.044865,1355.302162,2355.212832
PsychoWhistler,1,20,11,14,2353.232307,1355.427568,1355.708649,2355.130687
PsychoWhistler,1,20,11,15,2346.717346,1355.813514,1356.076216,2348.498187
PsychoWhistler,1,20,11,16,2341.369437,1356.185405,1356.465405,2342.667422
BrummelTante,0,21,12,1,1975.7057,1503.940314,1504.059233,
BrummelTante,0,21,12,2,2037.920489,1504.240854,1504.357611,
BrummelTante,0,21,12,3,2067.1875,1504.552206,1504.688422,
BrummelTante,0,21,12,4,2059.42029,1504.881935,1505.032206,
BrummelTante,0,21,12,5,2085.892514,1505.239773,1505.40626,
PsychoWhistler,1,21,12,1,5076.470588,1493.226486,1493.33027,5048.809264
PsychoWhistler,1,21,12,2,4863.73453,1493.494595,1493.668649,5078.738927
PsychoWhistler,1,21,12,3,4758.298906,1493.796216,1493.986486,4866.714337
PsychoWhistler,1,21,12,4,4726.203209,1494.142162,1494.360541,4757.54335
PsychoWhistler,1,21,12,5,4743.738501,1494.493514,1494.711892,4730.069567
PsychoWhistler,1,21,12,6,4681.683168,1494.847027,1495.051351,4742.303851
PsychoWhistler,1,21,12,7,4639.86029,1495.175676,1495.384324,4682.210389
BrummelTante,0,23,13,1,1776.262078,1558.412746,1558.857071,
BrummelTante,0,23,13,2,1763.030636,1559.088422,1559.497071,
BrummelTante,0,23,13,3,1775.592373,1559.772746,1560.222476,
BrummelTante,0,23,13,4,1763.496144,1560.444098,1560.871125,
BrummelTante,0,23,13,5,1730.135368,1561.12626,1561.590044,
BrummelTante,0,23,13,6,1687.997692,1561.808422,1562.258152,
BrummelTante,0,23,13,7,1667.334062,1562.487341,1562.945719,
BrummelTante,0,23,13,8,1680.57238,1563.187881,1563.637611,
BrummelTante,0,23,13,9,1641.407386,1563.772746,1564.165179,
PsychoWhistler,1,23,13,1,2101.240402,1554.892432,1554.994054,2105.62249
PsychoWhistler,1,23,13,2,2100.311573,1555.214595,1555.333514,2093.593899
PsychoWhistler,1,23,13,3,2093.568147,1555.548649,1555.678378,2088.622859
PsychoWhistler,1,23,13,4,2119.437522,1555.878378,1556.009189,2117.472699
PsychoWhistler,1,23,13,5,2120.496627,1556.207027,1556.34973,2123.021926
PsychoWhistler,1,23,13,6,2150.35499,1556.546486,1556.688108,2146.397695
PsychoWhistler,1,23,13,7,2141.477521,1556.883784,1557.030811,2142.427514
PsychoWhistler,1,23,13,8,2107.167235,1557.230811,1557.382162,2107.550562
PsychoWhistler,1,23,13,9,2110.333374,1557.587568,1557.743243,2113.151762
PsychoWhistler,1,23,13,10,2103.923767,1557.959459,1558.112973,2104.032496
PsychoWhistler,1,23,13,11,2114.538462,1558.311892,1558.466486,2115.092402
PsychoWhistler,1,23,13,12,2099.703306,1558.677297,1558.837297,2099.702423
PsychoWhistler,1,23,13,13,2111.909263,1559.035135,1559.183243,2113.181261
PsychoWhistler,1,23,13,14,2104.17495,1559.385405,1559.545405,2105.951537
PsychoWhistler,1,23,13,15,2124.038877,1559.74973,1559.903243,2123.574594
PsychoWhistler,1,23,13,16,2155.020717,1560.107568,1560.261081,2156.144756
PsychoWhistler,1,23,13,17,2140.371888,1560.455676,1560.605946,2142.779538
PsychoWhistler,1,23,13,18,2125.771761,1561.159459,1561.30973,2116.161159
PsychoWhistler,1,23,13,19,2117.152859,1561.506486,1561.653513,2142.427514
PsychoWhistler,1,23,13,20,2139.197496,1561.856757,1562.011351,2160.36961
PsychoWhistler,1,23,13,21,2161.661074,1562.209189,1562.361622,2131.860776
PsychoWhistler,1,23,13,22,2131.300813,1562.573514,1562.729189,2119.574716
PsychoWhistler,1,23,13,23,2120.008662,1562.924865,1563.071892,2122.023442
PsychoWhistler,1,23,13,24,2123.191463,1563.26973,1563.425405,2125.99767
PsychoWhistler,1,23,13,25,2127.233063,1563.631892,1563.792973,2129.265203
PsychoWhistler,1,23,13,26,2129.499561,1563.991892,1564.152973,2141.680743
PsychoWhistler,1,23,13,27,2140.380463,1564.352973,1564.503243,2122.815754
PsychoWhistler,1,23,13,28,2121.832689,1564.70973,1564.858919,2117.87234
PsychoWhistler,1,23,13,29,2121.552277,1565.064324,1565.217838,2123.574594
PsychoWhistler,1,23,13,30,2124.471408,1565.422162,1565.577838,2106.728809
PsychoWhistler,1,23,13,31,2107.574391,1565.778919,1565.934595,2138.843577
PsychoWhistler,1,23,13,32,2143.994079,1566.134595,1566.29027,2138.843577
PsychoWhistler,1,23,13,33,2138.067146,1566.485946,1566.609189,2182.284768
PsychoWhistler,1,23,13,34,2181.681305,,,
BrummelTante,0,24,13,1,3734.910537,1697.150044,1697.2668,
BrummelTante,0,24,13,2,3680.278656,1697.460314,1697.600854,
BrummelTante,0,24,13,3,3666.815145,1697.75653,1697.874368,
BrummelTante,0,24,13,4,3657.913335,1698.045179,1698.172746,
PsychoWhistler,1,24,13,1,2067.774936,1674.931351,1675.093514,
PsychoWhistler,1,24,13,2,1818.948535,1675.303243,1675.645946,
PsychoWhistler,1,24,13,3,1751.602295,1675.848108,1676.203784,
PsychoWhistler,1,24,13,4,1796.655426,1676.403784,1676.735676,
PsychoWhistler,1,24,13,5,1797.506925,1676.923784,1677.271892,
PsychoWhistler,1,24,13,6,1754.435589,1677.478378,1677.826486,
PsychoWhistler,1,24,13,7,1771.227264,1678.012432,1678.375676,
PsychoWhistler,1,24,13,8,1761.045987,1678.54973,1678.910811,
PsychoWhistler,1,24,13,9,1769.806305,1679.09027,1679.453514,
PsychoWhistler,1,24,13,10,1769.77218,1679.642703,1680.012432,
PsychoWhistler,1,24,13,11,1752.923077,1680.200541,1680.564865,
PsychoWhistler,1,24,13,12,1768.931218,1680.741081,1681.093514,
PsychoWhistler,1,24,13,13,1760.423267,1681.264324,1681.621081,
PsychoWhistler,1,24,13,14,1771.799308,1681.787568,1682.14,
PsychoWhistler,1,24,13,15,1769.195026,1682.310811,1682.66,
PsychoWhistler,1,24,13,16,1737.166202,1682.835135,1683.176757,
PsychoWhistler,1,24,13,17,1697.94611,1683.323784,1683.667568,
PsychoWhistler,1,24,13,18,1712.172088,1683.826486,1684.124865,
PsychoWhistler,1,24,13,19,1658.986175,1684.270811,1684.515135,
PsychoWhistler,1,24,13,20,1629.322469,1684.648108,1684.854595,
PsychoWhistler,1,24,13,21,1599.861534,1684.965946,1685.133514,
PsychoWhistler,1,24,13,22,1596.935933,1685.240541,1685.396216,
PsychoWhistler,1,24,13,23,1606.35324,1685.489189,1685.647027,
PsychoWhistler,1,24,13,24,1616.713131,1685.732432,1685.9,
PsychoWhistler,1,24,13,25,1615.363707,1685.984324,1686.132432,
PsychoWhistler,1,24,13,26,1614.61527,1686.217838,1686.373514,
PsychoWhistler,1,24,13,27,1619.068413,1686.455676,1686.600541,
BrummelTante,0,26,14,1,6475.620492,1837.123016,1837.460314,
BrummelTante,0,26,14,2,6268.887143,1837.694908,1838.103557,
BrummelTante,0,26,14,3,6100.184652,1838.223557,1838.595449,
BrummelTante,0,26,14,4,6016.247495,1838.732746,1839.179233,
PsychoWhistler,1,26,14,1,5910.008276,1831.837297,1832.252432,
PsychoWhistler,1,26,14,2,5821.751172,1832.559459,1832.891351,
PsychoWhistler,1,26,14,3,5838.803346,1833.1,1833.522703,
PsychoWhistler,1,26,14,4,5842.184814,1833.754054,1834.144324,
PsychoWhistler,1,26,14,5,5717.782265,1834.335676,1834.710811,
PsychoWhistler,1,26,14,6,5676.991369,1835.150811,1835.510811,
PsychoWhistler,1,26,14,7,5597.099448,1835.832973,1836.275135,
