bird,stimulus,wm_pair,wm_bird,whistle_number,pitch_whistles,,,
PsychoWhistler,0,14,6,15,1596.935933,979.3335134,979.4816216,1593.325168
PsychoWhistler,0,14,6,16,1603.760446,979.5627027,979.7140541,1598.831461
PsychoWhistler,0,14,6,17,1598.238075,979.7951351,979.9443243,1608.510638
BrummelTante,1,16,7,1,3651.983299,,,
BrummelTante,1,16,7,2,3707.854406,,,
BrummelTante,1,16,7,3,3679.395933,,,
BrummelTante,1,16,7,4,3604.361169,,,
PsychoWhistler,0,16,7,1,1378.913251,1162.849189,1162.969189,1383.071982
PsychoWhistler,0,16,7,2,1417.047184,1163.232973,1163.358378,1419.237028
PsychoWhistler,0,16,7,3,1426.964561,1163.611351,1163.74,1430.102221
PsychoWhistler,0,16,7,4,1444.851517,1163.981081,1164.111892,1444.773791
PsychoWhistler,0,16,7,5,1442.365887,1164.345405,1164.482703,1442.080925
PsychoWhistler,0,16,7,6,1485.920578,1164.718378,1164.856757,1481.320662
PsychoWhistler,0,16,7,7,1476.851372,1165.087027,1165.221081,1476.962111
BrummelTante,1,19,8,1,2714.705068,1339.348962,1339.918692,2718.733583
BrummelTante,1,19,8,2,2803.966006,1340.105719,1340.644098,2802.800826
BrummelTante,1,19,8,3,2831.905697,1340.769503,1341.194368,2831.419117
BrummelTante,1,19,8,4,2834.254144,1341.307881,1341.7068,2842.573751
BrummelTante,1,19,8,5,2843.752707,1341.811665,1342.165179,2842.880051
BrummelTante,1,19,8,6,2835.851812,1342.307881,1342.723016,2835.137645
PsychoWhistler,0,19,8,1,2369.407895,1350.096757,1350.248108,2365.213483
PsychoWhistler,0,19,8,2,2401.186312,1350.503243,1350.656757,2403.677991
PsychoWhistler,0,19,8,3,2475.074282,1350.864324,1351.075135,2476.089061
PsychoWhistler,0,19,8,4,2500.41841,1351.239459,1351.488108,2501.386102
PsychoWhistler,0,19,8,5,2426.25931,1351.672973,1351.961622,2428.444619
PsychoWhistler,0,19,8,6,2384.551014,1352.160541,1352.447027,2383.878116
PsychoWhistler,0,19,8,7,2364.827586,1352.635135,1352.907568,2363.745318
PsychoWhistler,0,19,8,8,2364.526737,1353.068649,1353.322703,2365.592645
PsychoWhistler,0,19,8,9,2363.337766,1353.476216,1353.731351,2363.339851
PsychoWhistler,0,19,8,10,2363.70129,1353.870811,1354.131351,2364.281984
PsychoWhistler,0,19,8,11,2368.081381,1354.245946,1354.515135,2366.214623
PsychoWhistler,0,19,8,12,2359.942427,1354.653514,1354.917297,2361.755351
PsychoWhistler,0,19,8,13,2354.458471,1355.044865,1355.302162,2355.212832
PsychoWhistler,0,19,8,14,2354.612278,1355.427568,1355.708649,2355.130687
PsychoWhistler,0,19,8,15,2345.872225,1355.813514,1356.076216,2348.498187
PsychoWhistler,0,19,8,16,2340.37461,1356.185405,1356.465405,2342.667422
BrummelTante,1,21,9,1,1975.7057,1503.940314,1504.059233,1975.881792
BrummelTante,1,21,9,2,2037.920489,1504.240854,1504.357611,2046.979996
BrummelTante,1,21,9,3,2067.1875,1504.552206,1504.688422,2069.94008
BrummelTante,1,21,9,4,2059.42029,1504.881935,1505.032206,2062.9244
BrummelTante,1,21,9,5,2085.892514,1505.239773,1505.40626,2089.990467
PsychoWhistler,0,21,9,1,5076.470588,1493.226486,1493.33027,5048.809264
PsychoWhistler,0,21,9,2,4863.73453,1493.494595,1493.668649,5078.738927
PsychoWhistler,0,21,9,3,4758.298906,1493.796216,1493.986486,4866.714337
PsychoWhistler,0,21,9,4,4726.203209,1494.142162,1494.360541,4757.54335
PsychoWhistler,0,21,9,5,4743.738501,1494.493514,1494.711892,4730.069567
PsychoWhistler,0,21,9,6,4681.683168,1494.847027,1495.051351,4742.303851
PsychoWhistler,0,21,9,7,4639.86029,1495.175676,1495.384324,4682.210389
BrummelTante,1,22,10,1,1977.614379,1503.940314,1504.059233,1975.881792
BrummelTante,1,22,10,2,2020.694864,1504.240854,1504.357611,2046.979996
BrummelTante,1,22,10,3,2073.021898,1504.552206,1504.688422,2069.94008
BrummelTante,1,22,10,4,2061.406312,1504.881935,1505.032206,2062.9244
BrummelTante,1,22,10,5,2087.286736,1505.239773,1505.40626,2089.990467
PsychoWhistler,0,22,10,1,2328.902185,1505.072973,1505.164865,2328.497409
PsychoWhistler,0,22,10,2,2372.101363,1505.423243,1505.516216,2376.517922
PsychoWhistler,0,22,10,3,2377.507523,1505.764865,1505.86,2375.262154
PsychoWhistler,0,22,10,4,2345.164482,1506.111892,1506.207027,2343.732126
BrummelTante,1,25,11,1,1802.590674,1784.31653,1784.757611,1802.359655
BrummelTante,1,25,11,2,1854.542312,1785.003016,1785.399773,1855.038007
BrummelTante,1,25,11,3,1849.858407,1785.651665,1786.038692,1849.988282
BrummelTante,1,25,11,4,1799.788298,1786.237611,1786.625719,1798.422529
BrummelTante,1,25,11,5,1768.346774,1786.743557,1787.048422,1767.936036
PsychoWhistler,0,25,11,1,3412.466333,1791.334595,1791.864324,3412.926975
PsychoWhistler,0,25,11,2,3308.739042,1792.202703,1792.703243,3308.399021
PsychoWhistler,0,25,11,3,3242.923434,1792.933514,1793.414595,3242.647059
PsychoWhistler,0,25,11,4,3237.234891,1793.62973,1794.052432,3238.542002
PsychoWhistler,0,25,11,5,3225.061627,1794.203784,1794.588649,3224.421139
PsychoWhistler,0,25,11,6,3223.823915,1794.74,1795.141081,3223.727951
PsychoWhistler,0,25,11,7,3189.52211,1795.304324,1795.725946,3189.980639
